num_implements;num_tasks;num_vehicles;seed;full;time_horizon;num_periods;probabilityTA;probabilityTD;probabilityVA;probabilityVD;probabilityIA;probabilityID;t;toptimization;Obj;PenaltyCost;StaticCost;DistanciaTotal;Distancia_list;DesvDistancia;TaskDone_list;DesvTaskDone
10;10;10;1;True;2000;1;0;0;0;0;0;0;78.0760850906372;0.08767008781433105;7808.659487735174;6446.950085575149;587.2355161742828;774.4899999999999;[80.13, 86.13, 45.32, 86.13, 86.13, 86.13, 80.13, 86.13, 86.13, 52.13];40.809999999999995;[2, 3, 1, 2, 2];2
10;10;10;2;True;2000;1;0;0;0;0;0;0;142.19850969314575;0.09264731407165527;8542.680135635423;7051.824844417095;420.51502253149323;1070.31;[51.88, 133.11, 93.11, 114.11, 64.88, 178.11, 124.11, 41.02, 91.87, 178.11];137.09;[1, 3, 1, 3, 1, 1];2
10;10;10;3;True;2000;1;0;0;0;0;0;0;96.70654106140137;0.07048463821411133;8147.598919537998;6693.4620749724545;495.08506090988766;959.0699999999998;[71.33, 74.33, 117.41, 76.33, 117.41, 44.89, 105.14, 117.41, 117.41, 117.41];72.52;[1, 3, 1, 1, 1, 1, 2];2
10;10;10;4;True;2000;1;0;0;0;0;0;0;84.99112224578857;0.09357595443725586;7912.959174050188;6546.56487461998;514.984217161308;851.4399999999999;[54.73, 98.5, 35.11, 98.5, 98.5, 98.5, 98.5, 97.5, 73.1, 98.5];63.39;[2, 1, 3, 1, 1, 2];2
10;10;10;5;True;2000;1;0;0;0;0;0;0;91.32786083221436;0.08102726936340332;6540.563508902194;5247.017322753416;520.1886054092406;773.38;[60.14, 87.14, 58.14, 107.14, 28.12, 106.14, 107.14, 52.14, 81.14, 86.14];79.02;[1, 1, 1, 2, 3, 2];2
10;10;10;6;True;2000;1;0;0;0;0;0;0;62.51838254928589;0.0831460952758789;6832.129979906683;5693.760305139097;446.8024146276326;691.5300000000001;[73.23, 40.46, 73.23, 73.23, 73.23, 73.23, 73.23, 73.23, 73.23, 65.23];32.77;[1, 1, 2, 2, 1, 1, 2];1
10;20;10;1;True;2000;1;0;0;0;0;0;0;146.6445598602295;0.26951146125793457;20806.82116219323;18126.494052944006;1282.7908666414155;1397.52;[143.34, 122.27, 133.61, 143.34, 143.34, 138.26, 143.34, 143.34, 143.34, 143.34];21.070000000000007;[3, 2, 2, 1, 4, 1, 3, 1, 3];3
10;20;10;2;True;2000;1;0;0;0;0;0;0;176.79964447021484;0.2774159908294678;18269.917712234073;15623.445888963646;1159.5841391212011;1486.8899999999999;[129.37, 151.37, 109.57, 177.37, 187.37, 187.37, 141.37, 85.36, 130.37, 187.37];102.01;[1, 3, 2, 2, 3, 2, 2, 1, 4];3
10;20;10;3;True;2000;1;0;0;0;0;0;0;103.08866024017334;0.27368617057800293;16179.531008637072;14068.65661484421;1140.0629192622696;970.84;[91.53, 99.49, 99.49, 99.49, 99.49, 83.39, 99.49, 99.49, 99.49, 99.49];16.099999999999994;[1, 3, 4, 1, 3, 2, 1, 1, 2, 2];3
10;20;10;4;True;2000;1;0;0;0;0;0;0;134.92840576171875;0.2625770568847656;17727.25703691356;15402.447835122182;1030.3702716824591;1294.4099999999999;[116.76, 136.0, 93.89, 136.0, 136.0, 131.76, 136.0, 136.0, 136.0, 136.0];42.11;[1, 4, 3, 1, 2, 2, 2, 2, 3];3
10;20;10;5;True;2000;1;0;0;0;0;0;0;153.2484278678894;0.2697627544403076;16769.52404543842;14360.439158735702;1100.5305240568568;1308.5800000000002;[84.89, 155.59, 109.59, 155.59, 130.59, 155.59, 155.59, 155.59, 107.59, 97.97];70.7;[2, 2, 3, 3, 1, 1, 2, 1, 3, 2];2
10;20;10;6;True;2000;1;0;0;0;0;0;0;168.12682628631592;0.28842902183532715;17637.96114467554;15304.33696718632;1014.9630406248706;1318.6800000000003;[107.94, 73.22, 149.94, 153.94, 127.94, 136.94, 170.94, 170.94, 139.94, 86.94];97.72;[2, 2, 2, 3, 2, 3, 2, 4];2
10;30;10;1;True;2000;1;0;0;0;0;0;0;213.73707103729248;0.5432798862457275;34629.26173893259;31008.17568648031;1813.8817833149017;1807.1999999999996;[185.82, 162.82, 162.82, 180.82, 185.82, 185.82, 185.82, 185.82, 185.82, 185.82];23.0;[4, 3, 2, 5, 3, 4, 3, 3, 3];3
10;30;10;2;True;2000;1;0;0;0;0;0;0;246.5847306251526;0.48351335525512695;29567.175532855454;25814.53373869365;1924.6646307834783;1827.94;[169.53, 208.53, 149.53, 180.53, 205.53, 233.53, 188.53, 124.17, 141.53, 226.53];109.36;[2, 3, 4, 3, 5, 3, 4, 2, 4];3
10;30;10;3;True;2000;1;0;0;0;0;0;0;177.36609649658203;0.49320340156555176;30564.2362067685;27263.13315733952;1822.0645356209861;1479.0200000000002;[131.67, 152.71, 152.71, 152.71, 152.71, 125.67, 152.71, 152.71, 152.71, 152.71];27.040000000000006;[1, 3, 4, 1, 4, 3, 5, 3, 2, 4];4
10;30;10;4;True;2000;1;0;0;0;0;0;0;200.11196517944336;0.5346603393554688;35235.20271737294;31961.15097832275;1591.8178881219953;1682.2;[169.29, 176.74, 114.25, 161.48, 176.74, 176.74, 176.74, 176.74, 176.74, 176.74];62.49000000000001;[2, 4, 4, 1, 1, 5, 5, 2, 3, 3];4
10;30;10;5;True;2000;1;0;0;0;0;0;0;164.19335985183716;0.4628913402557373;29570.351222653233;26448.450058635648;1719.2155226970806;1402.69;[144.4, 131.89, 144.4, 144.4, 144.4, 144.4, 144.4, 123.11, 136.89, 144.4];21.290000000000006;[3, 3, 5, 3, 2, 2, 3, 2, 3, 4];3
10;30;10;6;True;2000;1;0;0;0;0;0;0;182.7394881248474;0.510134220123291;31532.23744095066;28507.38962718472;1543.7273256227923;1481.1599999999999;[140.79, 115.76, 157.79, 157.79, 157.79, 157.79, 157.79, 157.79, 156.79, 121.08];42.02999999999999;[2, 3, 3, 4, 3, 3, 5, 3, 4];3
10;40;10;1;True;2000;1;0;0;0;0;0;0;245.28086757659912;0.7753596305847168;55464.64723977882;51196.77981947997;2398.387719159255;1869.4499999999998;[191.58, 173.58, 191.58, 191.58, 191.58, 191.58, 191.58, 191.58, 163.23, 191.58];28.350000000000023;[6, 4, 4, 2, 7, 3, 4, 3, 4, 3];5
10;40;10;2;True;2000;1;0;0;0;0;0;0;296.1848840713501;0.8319685459136963;56337.843170296794;51735.17783665483;2557.736173615547;2044.92;[179.54, 231.65, 173.97, 226.54, 230.11, 231.65, 227.54, 139.9, 172.37, 231.65];91.75;[2, 3, 2, 5, 4, 5, 6, 4, 3, 6];4
10;40;10;3;True;2000;1;0;0;0;0;0;0;271.9858441352844;0.8350458145141602;55196.179258002885;50981.80947135215;2258.961739237966;1955.4200000000003;[168.64, 186.96, 207.22, 207.22, 207.22, 149.28, 207.22, 207.22, 207.22, 207.22];57.94;[4, 4, 3, 5, 3, 8, 6, 3, 4];5
10;40;10;4;True;2000;1;0;0;0;0;0;0;251.15164947509766;0.7694380283355713;54763.4364246699;50531.548632543774;2279.857777021827;1952.0399999999997;[164.41, 201.31, 189.73, 201.31, 201.31, 201.31, 201.31, 201.31, 188.73, 201.31];36.900000000000006;[5, 7, 1, 3, 2, 6, 4, 3, 4, 5];6
10;40;10;5;True;2000;1;0;0;0;0;0;0;218.011381149292;0.7673978805541992;51579.6059749027;47464.00230421191;2495.7526509299587;1619.8100000000004;[162.9, 162.9, 162.9, 162.9, 153.71, 162.9, 162.9, 162.9, 162.9, 162.9];9.189999999999998;[5, 5, 4, 4, 3, 3, 5, 4, 4, 3];2
10;40;10;6;True;2000;1;0;0;0;0;0;0;259.85338735580444;0.8168942928314209;55047.82156990454;50724.30168879338;2356.2777539886406;1967.2200000000003;[190.72, 170.74, 202.72, 202.72, 202.72, 202.72, 202.72, 202.72, 202.72, 186.72];31.97999999999999;[2, 3, 4, 5, 4, 3, 5, 6, 4, 4];4
10;50;10;1;True;2000;1;0;0;0;0;0;0;285.331778049469;1.1006643772125244;89545.63248449638;84815.4805443918;2822.9112816317356;1907.2700000000002;[192.45, 192.45, 192.45, 192.45, 192.45, 192.45, 192.45, 192.45, 175.22, 192.45];17.22999999999999;[6, 5, 6, 5, 7, 3, 3, 4, 5, 6];4
10;50;10;2;True;2000;1;0;0;0;0;0;0;359.2106876373291;1.2167680263519287;90920.6979959623;85540.76177300316;3130.211125475645;2249.7000000000003;[204.68, 246.68, 246.68, 246.68, 217.68, 246.68, 174.24, 173.02, 246.68, 246.68];73.66;[1, 4, 4, 7, 4, 8, 6, 5, 6, 5];7
10;50;10;3;True;2000;1;0;0;0;0;0;0;310.9937644004822;1.2265021800994873;87080.10498210568;82136.46742665634;2858.5917402966734;2085.07;[195.1, 191.1, 213.71, 213.71, 213.71, 202.9, 213.71, 213.71, 213.71, 213.71];22.610000000000014;[3, 5, 4, 3, 5, 5, 7, 7, 5, 6];4
10;50;10;4;True;2000;1;0;0;0;0;0;0;283.150484085083;1.0715444087982178;84678.09131063466;79916.54514797595;2795.439534704084;1966.1000000000004;[196.61, 196.61, 196.61, 196.61, 196.61, 196.61, 196.61, 196.61, 196.61, 196.61];0.0;[5, 6, 5, 3, 3, 6, 6, 5, 5, 6];3
10;50;10;5;True;2000;1;0;0;0;0;0;0;349.150098323822;1.124351978302002;87920.20838081518;82643.5588535702;3120.2714654872084;2156.35;[222.83, 189.83, 182.81, 247.83, 198.83, 231.83, 247.83, 197.83, 188.9, 247.83];65.02000000000001;[4, 6, 5, 5, 5, 5, 7, 2, 5, 6];5
10;50;10;6;True;2000;1;0;0;0;0;0;0;281.09508514404297;1.1613409519195557;81581.74002846028;76941.82989795305;2768.4480468146553;1871.4999999999995;[191.35, 180.35, 191.35, 191.35, 191.35, 191.35, 191.35, 191.35, 191.35, 160.35];31.0;[3, 3, 3, 6, 6, 7, 5, 7, 5, 5];4
